,id,name,label,mentions
63,64,the u.s agriculture and commerce departments,FAC,1
64,65,york plaza,FAC,2
65,66,kansai airport,FAC,1
66,67,seaforth oilseed,FAC,2
67,68,ataturk international airport,FAC,1
68,69,punta del este,FAC,4
69,70,south bay s/,FAC,1
70,71,the terra nova,FAC,1
71,72,hibernia field,FAC,1
72,73,the oak hill,FAC,1
73,74,the philadelphia convention center site,FAC,1
74,75,the philadelphia international airport,FAC,1
75,76,poland 460,FAC,1
76,77,miraflores palace,FAC,1
77,78,santos harbour,FAC,1
78,79,242p,FAC,1
79,80,the welland canal linking lakes erie,FAC,1
80,81,the princeville airport,FAC,1
81,82,san paolo di torino,FAC,1
82,83,lake erie railway co div,FAC,1
83,84,mongkok business district,FAC,1
84,85,the kansai airport,FAC,1
85,86,rockville center,FAC,1
86,87,288,FAC,1
87,88,bay street,FAC,1
88,89,oak brook hills,FAC,1
89,90,punta morales,FAC,1
90,91,the oak brook,FAC,1
91,92,the elk hills naval petroleum reserve,FAC,1
92,93,montgomery street,FAC,1
93,94,413p,FAC,1
94,95,dlr kansai airport,FAC,2
95,96,750p,FAC,1
96,97,the salina cruz refinery,FAC,1
97,98,lazaro cardenas,FAC,1
98,99,schipol airport,FAC,1
99,100,amsterdam airport,FAC,1
100,101,hk hotel,FAC,1
101,102,u.s.,GPE,4696
102,103,japan,GPE,1536
103,104,tokyo,GPE,257
104,105,taiwan,GPE,323
105,106,south korea's,GPE,38
106,107,south korea,GPE,134
107,108,malaysia,GPE,125
108,109,hong kong,GPE,120
109,110,hong kong's,GPE,14
110,111,canberra,GPE,2
111,112,australia,GPE,146
112,113,washington,GPE,336
113,114,china,GPE,382
114,115,thailand,GPE,91
115,116,indonesia,GPE,212
116,117,rotterdam,GPE,25
117,118,new south wales,GPE,7
118,119,sydney,GPE,16
119,120,newcastle,GPE,6
120,121,mexico,GPE,74
121,122,sri lanka,GPE,37
122,123,colombo,GPE,1
123,124,mt,GPE,28
124,125,osaka,GPE,6
125,126,philippines,GPE,88
126,127,cebu,GPE,1
127,128,masbate,GPE,2
128,129,canada,GPE,459
129,130,brazil,GPE,520
130,131,u.k,GPE,111
131,132,seoul,GPE,24
132,133,the united states,GPE,591
133,134,finland,GPE,24
134,135,edmonton,GPE,10
135,136,vancouver,GPE,21
136,137,b.c.,GPE,13
137,138,saudi arabia,GPE,167
138,139,alberta,GPE,26
139,140,u.k.,GPE,446
140,141,norway,GPE,80
141,142,britain,GPE,239
142,143,spain,GPE,124
143,144,portugal,GPE,50
144,145,singapore,GPE,101
145,146,london,GPE,344
146,147,north yemen,GPE,11
147,148,yemen,GPE,4
148,149,san miguel,GPE,12
149,150,new york investment bank,GPE,2
150,151,melbourne,GPE,6
151,152,kuwait,GPE,122
152,153,new zealand,GPE,80
153,154,keswick,GPE,4
154,155,new york,GPE,325
155,156,manila,GPE,17
156,157,de los angeles,GPE,1
157,158,los angeles,GPE,42
158,159,los angeles',GPE,1
159,160,united states,GPE,16
160,161,u.s..,GPE,5
161,162,queensland,GPE,10
162,163,brisbane,GPE,5
163,164,north queensland,GPE,2
164,165,the bundaberg region,GPE,1
165,166,southern queensland,GPE,1
166,167,italy,GPE,151
167,168,florence,GPE,3
168,169,west germany,GPE,312
169,170,california,GPE,112
170,171,hawaii,GPE,8
171,172,paris,GPE,397
172,173,france,GPE,234
173,174,belgium,GPE,62
174,175,denmark,GPE,35
175,176,leduc,GPE,1
176,177,netherlands,GPE,48
177,178,west-germany,GPE,1
178,179,salem,GPE,3
179,180,dlr,GPE,92
180,181,paramus,GPE,1
181,182,n.j.,GPE,27
182,183,wayne,GPE,1
183,184,hackensack,GPE,1
184,185,n.j,GPE,7
185,186,fla.,GPE,27
186,187,myrtle beach,GPE,1
187,188,s.c.,GPE,7
188,189,houston,GPE,73
189,190,louisville,GPE,4
190,191,kent,GPE,1
191,192,nashville,GPE,5
192,193,tenn,GPE,5
193,194,l.p,GPE,1
194,195,zambia,GPE,48
195,196,ny harbor,GPE,1
196,197,buenos aires province,GPE,4
197,198,cordoba,GPE,18
198,199,santa fe,GPE,12
199,200,entre rios,GPE,4
200,201,corrientes,GPE,2
201,202,chaco,GPE,1
202,203,formosa,GPE,2
203,204,la pampa,GPE,7
204,205,buenos aires,GPE,14
205,206,ashland,GPE,7
206,207,kentucky,GPE,14
207,208,chicago,GPE,69
208,209,ivory coast,GPE,3
209,210,ghana,GPE,32
210,211,honduras,GPE,23
211,212,brasilia,GPE,8
212,213,sao paulo,GPE,19
213,214,parana,GPE,7
214,215,u.s where,GPE,1
215,216,florida,GPE,62
216,217,tunisia,GPE,20
217,218,montreal,GPE,14
218,219,c.h.,GPE,1
219,220,burlington,GPE,10
220,221,west point-pepperell inc,GPE,1
221,222,north carolina,GPE,7
222,223,south carolina,GPE,4
223,224,darlington county,GPE,1
224,225,fayetteville,GPE,1
225,226,n.c.,GPE,8
226,227,u.s. medical,GPE,1
227,228,luxembourg,GPE,30
228,229,rwanda,GPE,2
229,230,moscow,GPE,97
230,231,colombia,GPE,137
231,232,turkey,GPE,84
232,233,greece,GPE,39
233,234,athens,GPE,9
234,235,comstock,GPE,1
235,236,pakistan,GPE,79
236,237,atlantic city,GPE,11
237,238,ecuador,GPE,203
238,239,iraq,GPE,126
239,240,basra,GPE,3
240,241,iran,GPE,261
241,242,baghdad,GPE,9
242,243,the united kingdom,GPE,7
243,244,alaska,GPE,31
244,245,hilton,GPE,12
245,246,atlanta,GPE,18
246,247,detroit,GPE,8
247,248,st. louis,GPE,6
248,249,d.c.,GPE,3
249,250,san francisco,GPE,20
250,251,iran ghana,GPE,1
251,252,tehran,GPE,41
252,253,orange,GPE,1
253,254,calif,GPE,17
254,255,british columbia,GPE,22
255,256,nevada,GPE,17
256,257,egypt,GPE,71
257,258,minneapolis,GPE,23
258,259,minn.,GPE,4
259,260,argentina,GPE,71
260,261,south africa,GPE,92
261,262,europa gmbh,GPE,1
262,263,germany,GPE,41
263,264,radevormwald,GPE,1
264,265,andover,GPE,3
265,266,ontario,GPE,20
266,267,nova scotia,GPE,3
267,268,morocco,GPE,21
268,269,delhi,GPE,13
269,270,seram,GPE,1
270,271,hainan island,GPE,3
271,272,venezuela,GPE,40
272,273,bahrain,GPE,42
273,274,surrey,GPE,1
274,275,england,GPE,8
275,276,shanxi,GPE,2
276,277,henan,GPE,9
277,278,sichuan,GPE,9
278,279,anhui,GPE,6
279,280,hebei,GPE,5
280,281,jiangsu,GPE,3
281,282,shandong,GPE,4
282,283,bahamas,GPE,4
283,284,shanghai,GPE,16
284,285,india,GPE,148
285,286,cif,GPE,12
286,287,geneva,GPE,24
287,288,oldham,GPE,3
288,289,us,GPE,18
289,290,frankfurt,GPE,34
290,291,zurich,GPE,15
291,292,milan,GPE,9
292,293,basle,GPE,2
293,294,the hague,GPE,7
294,295,republic,GPE,1
295,296,rhineland,GPE,1
296,297,san diego,GPE,8
297,298,the soviet union,GPE,199
298,299,seattle,GPE,10
299,300,switzerland,GPE,48
300,301,algeria,GPE,63
301,302,buenaventura,GPE,2
302,303,ghent,GPE,1
303,304,naples,GPE,3
304,305,east london,GPE,2
305,306,antwerp,GPE,9
306,307,maringa,GPE,4
307,308,sri lanka's,GPE,9
308,309,kiichi miyazawa,GPE,1
309,310,bonn,GPE,50
310,311,america,GPE,52
311,312,ussr,GPE,96
312,313,peru,GPE,77
313,314,south australia,GPE,3
314,315,montana,GPE,10
315,316,gothenburg,GPE,4
316,317,trieste,GPE,1
317,318,kimberley,GPE,16
318,319,herculaneum,GPE,2
319,320,mo,GPE,1
320,321,brunswick,GPE,14
321,322,fhlbb,GPE,8
322,323,surfside beach,GPE,1
323,324,junin,GPE,1
324,325,yugoslavia,GPE,25
325,326,belgrade,GPE,8
326,327,kenya,GPE,37
327,328,phoenix,GPE,10
328,329,texas,GPE,147
329,330,sweden,GPE,67
330,331,ingersoll,GPE,1
331,332,quebec,GPE,33
332,333,u.k.'s,GPE,6
333,334,bradford,GPE,2
334,335,u.s. dollar,GPE,7
335,336,yaounde,GPE,1
336,337,new jersey,GPE,21
337,338,rome,GPE,4
338,339,calabria,GPE,1
339,340,dayton,GPE,2
340,341,maputo,GPE,1
341,342,swaziland,GPE,3
342,343,myrtle,GPE,3
343,344,0,GPE,2
344,345,st charles destrehan,GPE,3
345,346,terre,GPE,1
346,347,santa cruz,GPE,4
347,348,ala.,GPE,4
348,349,fiji,GPE,16
349,350,libya,GPE,18
350,351,new orleans,GPE,8
351,352,wtaf,GPE,1
352,353,wcix,GPE,1
353,354,miami,GPE,12
354,355,ktxa,GPE,1
355,356,dallas,GPE,49
356,357,ktxh,GPE,1
357,358,burnham,GPE,1
358,359,fitchburg,GPE,1
359,360,mo.,GPE,6
360,361,zimbabwe,GPE,36
361,362,toronto,GPE,28
362,363,midland,GPE,9
363,364,03/15/87,GPE,1
364,365,aurora,GPE,1
365,366,ohio,GPE,52
366,367,soviet union,GPE,15
367,368,jordan,GPE,14
368,369,n.a.,GPE,4
369,370,murdochville,GPE,2
370,371,newhall,GPE,1
371,372,the united states',GPE,5
372,373,portland,GPE,40
373,374,n.y.,GPE,33
374,375,new york city,GPE,9
375,376,ore.,GPE,9
376,377,louisiana,GPE,38
377,378,bristol,GPE,4
378,379,lubbock,GPE,5
379,380,israel,GPE,22
380,381,zaire,GPE,12
381,382,denver,GPE,13
382,383,u.s. gulf,GPE,3
383,384,u.s. west coast,GPE,3
384,385,u.s. federal reserve bank,GPE,1
385,386,greenwood,GPE,2
386,387,chile,GPE,23
387,388,new zealand's,GPE,18
388,389,bahia blanca,GPE,2
389,390,san nicolas,GPE,1
390,391,puerto alvear,GPE,1
391,392,south wales,GPE,8
392,393,temuco,GPE,1
393,394,dominican republic,GPE,4
394,395,taipei,GPE,7
395,396,howard,GPE,1
396,397,mombasa,GPE,5
397,398,uganda,GPE,12
398,399,kampala,GPE,2
399,400,march spain's,GPE,1
400,401,hungary,GPE,34
401,402,poland,GPE,31
402,403,uae,GPE,18
403,404,guangdong,GPE,10
404,405,beijing,GPE,1
405,406,peking,GPE,28
406,407,calgary,GPE,15
407,408,bangladesh,GPE,35
408,409,amsterdam,GPE,10
409,410,st.gobain netherlands,GPE,1
410,411,papua new guinea,GPE,10
411,412,kiel,GPE,3
412,413,hamburg,GPE,20
413,414,essen,GPE,3
414,415,west berlin,GPE,12
415,416,munich,GPE,5
416,417,south africa's,GPE,23
417,418,venice,GPE,32
418,419,lisbon,GPE,4
419,420,south atlantic's,GPE,1
420,421,south atlantic,GPE,1
421,422,great britain,GPE,6
422,423,pisgah,GPE,1
423,424,west germany's,GPE,45
424,425,kansas city,GPE,11
425,426,duluth,GPE,3
426,427,st louis,GPE,5
427,428,toledo,GPE,12
428,429,boston,GPE,21
429,430,bancorp,GPE,1
430,431,massachusetts,GPE,10
431,432,new hampshire,GPE,5
432,433,montgomery,GPE,3
433,434,idaho,GPE,5
434,435,equador,GPE,2
435,436,wash.,GPE,7
436,437,hermiston,GPE,1
437,438,ark.,GPE,1
438,439,arizona,GPE,15
439,440,plymouth,GPE,1
440,441,crowley,GPE,1
441,442,livingston,GPE,1
442,443,bulgaria,GPE,5
443,444,romania,GPE,15
444,445,khor,GPE,1
445,446,the united arab emirates,GPE,25
446,447,quito,GPE,6
447,448,delaware,GPE,27
448,449,connecticut,GPE,14
449,450,south dakota,GPE,6
450,451,huron,GPE,10
451,452,midland texas,GPE,1
452,453,irvine,GPE,5
453,454,county bancorp,GPE,1
454,455,county bancorp's,GPE,1
455,456,allegheny,GPE,20
456,457,lich,GPE,1
457,458,santa barbara,GPE,7
458,459,calif.,GPE,37
459,460,rhode island,GPE,10
460,461,new england,GPE,3
461,462,eastern massachusetts,GPE,1
462,463,providence,GPE,4
463,464,henderson,GPE,11
464,465,cheyenne,GPE,2
465,466,wyo.,GPE,3
466,467,computrac,GPE,2
467,468,virginia,GPE,17
468,469,maryland,GPE,18
469,470,columbia,GPE,6
470,471,qatar,GPE,37
471,472,gilbert,GPE,1
472,473,ariz.,GPE,8
473,474,u.s. international trade commission,GPE,6
474,475,u.s customs,GPE,1
475,476,cincinnati,GPE,9
476,477,bensenville,GPE,1
477,478,ill.,GPE,17
478,479,glendale,GPE,2
479,480,atlantic richfield,GPE,2
480,481,far hills,GPE,5
481,482,indiana,GPE,25
482,483,wellsville,GPE,1
483,484,amity,GPE,1
484,485,belmont,GPE,1
485,486,milo,GPE,1
486,487,jerusalem,GPE,1
487,488,penn yan,GPE,1
488,489,n.y,GPE,2
489,490,troy,GPE,2
490,491,mich.,GPE,4
491,492,haiti,GPE,14
492,493,the dominican republic,GPE,14
493,494,qinghai province,GPE,1
494,495,macao,GPE,3
495,496,orlando,GPE,4
496,497,lewiston,GPE,3
497,498,mont.,GPE,1
498,499,pittsburgh,GPE,7
499,500,pa.,GPE,9
500,501,leeds,GPE,5
501,502,guatemala,GPE,15
502,503,costa rica,GPE,23
503,504,cleveland,GPE,12
504,505,u.s. south korea,GPE,2
505,506,u.s consumer,GPE,1
506,507,brussels,GPE,22
507,508,the netherlands,GPE,10
508,509,vienna,GPE,25
509,510,itcf,GPE,1
510,511,sunnyvale,GPE,3
511,512,lusaka,GPE,4
512,513,bombay,GPE,12
513,514,saudi arabia's,GPE,24
514,515,oklahoma,GPE,27
515,516,woodville,GPE,2
516,517,gloucestershire,GPE,1
517,518,pennsylvania,GPE,19
518,519,pa,GPE,4
519,520,astoria,GPE,1
520,521,harcourt,GPE,5
521,522,manhattan,GPE,5
522,523,lowell,GPE,1
523,524,mass.,GPE,4
524,525,jersey city,GPE,1
525,526,beaufort,GPE,1
526,527,biloxi,GPE,1
527,528,miss,GPE,3
528,529,woodstock,GPE,2
529,530,unita county,GPE,1
530,531,va.,GPE,6
531,532,thomaston,GPE,1
532,533,conn,GPE,4
533,534,west chester,GPE,1
534,535,michigan,GPE,27
535,536,wisconsin,GPE,15
536,537,u.s. video,GPE,2
537,538,u.s. video vending corp,GPE,1
538,539,u.s. video's,GPE,1
539,540,west africa,GPE,4
540,541,santa clara,GPE,2
541,542,jacksonville,GPE,7
542,543,korea,GPE,30
543,544,saudi arabia -,GPE,1
544,545,oregon,GPE,23
545,546,camas,GPE,1
546,547,utah,GPE,21
547,548,cushing,GPE,2
548,549,okla,GPE,5
549,550,saddle brook,GPE,1
550,551,usa,GPE,3
551,552,keene,GPE,1
552,553,n.h.,GPE,1
553,554,fort worth,GPE,10
554,555,l.p.,GPE,17
555,556,philadelphia,GPE,15
556,557,ardmore,GPE,1
557,558,fargo,GPE,1
558,559,la,GPE,2
559,560,dekalb,GPE,2
560,561,sarasota,GPE,3
561,562,georgia,GPE,14
562,563,st. louis businessmen,GPE,2
563,564,the midland bank,GPE,1
564,565,oman,GPE,17
565,566,west queensland,GPE,1
566,567,the yunnan 1986/87,GPE,1
567,568,guangxi,GPE,4
568,569,guangdong province,GPE,2
569,570,n fujian,GPE,1
570,571,south china's,GPE,1
571,572,fujian,GPE,8
572,573,qinghai,GPE,1
573,574,cuba,GPE,32
574,575,riyadh,GPE,7
575,576,u.s. dollars,GPE,10
576,577,weybridge,GPE,1
577,578,0.27930/40,GPE,1
578,579,nadi,GPE,2
579,580,san,GPE,1
580,581,new delhi,GPE,3
581,582,montrose,GPE,1
582,583,sardinia,GPE,1
583,584,fort lauderdale,GPE,3
584,585,ind,GPE,1
585,586,ottawa,GPE,18
586,587,"u.s,",GPE,2
587,588,minnesota,GPE,22
588,589,ky.,GPE,2
589,590,puerto rican co century,GPE,1
590,591,san juan,GPE,3
591,592,puerto rico,GPE,7
592,593,baltimore,GPE,4
593,594,san jose,GPE,2
594,595,wilmington,GPE,3
595,596,del.,GPE,3
596,597,vero beach,GPE,1
597,598,jamaica,GPE,13
598,599,senegal,GPE,8
599,600,nigeria,GPE,27
600,601,decatur,GPE,4
601,602,illinois,GPE,28
602,603,aspen,GPE,1
603,604,colo.,GPE,6
604,605,anaheim,GPE,2
605,606,witchita,GPE,1
606,607,maclean,GPE,1
607,608,va,GPE,3
608,609,bangkok,GPE,4
609,610,west indies,GPE,2
610,611,sarnia,GPE,1
611,612,ont.,GPE,1
612,613,lyon,GPE,2
613,614,u.s.) inc,GPE,1
614,615,quebec city,GPE,2
615,616,algonquin,GPE,1
616,617,durham,GPE,5
617,618,bingham,GPE,1
618,619,morenci,GPE,1
619,620,manitoba,GPE,3
620,621,new mexico,GPE,3
621,622,u.s. reserve,GPE,2
622,623,imc,GPE,2
623,624,rio de janeiro,GPE,20
624,625,holland,GPE,12
625,626,u.s. federal reserve,GPE,6
626,627,america west,GPE,2
627,628,hongkong,GPE,26
628,629,osp,GPE,1
629,630,penang,GPE,1
630,631,uk,GPE,36
631,632,labrador,GPE,1
632,633,saskatchewan,GPE,10
633,634,horsham,GPE,1
634,635,fairfield,GPE,3
635,636,nippon,GPE,37
636,637,sabah,GPE,3
637,638,syracuse,GPE,2
638,639,rochester,GPE,3
639,640,buffalo,GPE,1
640,641,u.s. cent,GPE,4
641,642,u.s trade,GPE,1
642,643,uruguay,GPE,27
643,644,dar-es-salaam,GPE,1
644,645,beira,GPE,3
645,646,rio de janeiro's,GPE,2
646,647,santos,GPE,9
647,648,waterford,GPE,1
648,649,tanzania,GPE,16
649,650,ibc,GPE,6
650,651,wyoming,GPE,6
651,652,marseilles,GPE,2
652,653,johannesburg,GPE,10
653,654,rustenburg,GPE,2
654,655,weld county,GPE,1
655,656,colo,GPE,2
656,657,lafayette,GPE,2
657,658,houma,GPE,1
658,659,harvey,GPE,1
659,660,la.,GPE,3
660,661,alvin,GPE,1
661,662,odessa,GPE,2
662,663,longview,GPE,1
663,664,moore,GPE,1
664,665,cleburne,GPE,1
665,666,troutdale,GPE,2
666,667,memphis,GPE,8
667,668,us west inc,GPE,1
668,669,west virginia,GPE,12
669,670,benelux,GPE,1
670,671,iceland,GPE,5
671,672,brunei,GPE,2
672,673,north sumatra,GPE,1
673,674,aluminium japan's,GPE,1
674,675,maine,GPE,8
675,676,chittagong,GPE,5
676,677,dalian,GPE,2
677,678,bi,GPE,1
678,679,kingdom,GPE,9
679,680,richardson,GPE,1
680,681,birmingham,GPE,2
681,682,destin bank,GPE,1
682,683,pensacola,GPE,4
683,684,duisburg,GPE,1
684,685,u.s. court,GPE,1
685,686,taft,GPE,7
686,687,karlsruhe,GPE,1
687,688,fla,GPE,3
688,689,ireland,GPE,11
689,690,austria,GPE,15
690,691,czechoslovakia,GPE,7
691,692,atoka,GPE,2
692,693,southern africa,GPE,2
693,694,ethiopia,GPE,8
694,695,lesotho,GPE,2
695,696,comoros,GPE,1
696,697,djibouti,GPE,1
697,698,malawi,GPE,6
698,699,mauritius,GPE,1
699,700,somalia,GPE,1
700,701,lawrenceville,GPE,1
701,702,ga.,GPE,10
702,703,gwinnett,GPE,1
703,704,gwinnett county,GPE,1
704,705,forsyth county news,GPE,1
705,706,colorado,GPE,21
706,707,milton keynes,GPE,1
707,708,russia,GPE,2
708,709,el salvador,GPE,14
709,710,nicaragua,GPE,14
710,711,santa monica,GPE,4
711,712,kuala lumpur,GPE,6
712,713,redmond,GPE,1
713,714,dublin,GPE,5
714,715,t.e.a.m.,GPE,2
715,716,u.s. sec,GPE,1
716,717,evanston,GPE,1
717,718,rio de janeiro - ibc,GPE,1
718,719,tennessee,GPE,4
719,720,alabama,GPE,10
720,721,dubai,GPE,11
721,722,u.k. brent,GPE,1
722,723,icca,GPE,2
723,724,alexandria,GPE,3
724,725,north korea,GPE,3
725,726,victoria,GPE,3
726,727,copenhagen,GPE,1
727,728,s.a.,GPE,15
728,729,madrid,GPE,6
729,730,schuykill county,GPE,1
730,731,penn.,GPE,2
731,732,hennepin county,GPE,1
732,733,edison,GPE,1
733,734,missouri,GPE,23
734,735,lebanon,GPE,7
735,736,kearn county,GPE,1
736,737,new-mexico,GPE,1
737,738,nebraska,GPE,13
738,739,oakland,GPE,1
739,740,newport beach,GPE,4
740,741,youngstown,GPE,1
741,742,spokane,GPE,1
742,743,wash,GPE,3
743,744,helena,GPE,2
744,745,mont,GPE,1
745,746,murfreesboro,GPE,3
746,747,aruba,GPE,3
747,748,the netherlands antilles,GPE,1
748,749,canton,GPE,4
749,750,u.s. lomas,GPE,1
750,751,austin,GPE,2
751,752,azpur,GPE,1
752,753,hormuz,GPE,10
753,754,dutchess county,GPE,1
754,755,hills estates,GPE,1
755,756,u.s. israel's,GPE,1
756,757,jointy,GPE,1
757,758,jakarta,GPE,14
758,759,mozambique,GPE,4
759,760,zaire tanzania,GPE,1
760,761,u.k. september,GPE,1
761,762,stoltenberg,GPE,1
762,763,damascus,GPE,3
763,764,east aceh,GPE,1
764,765,aceh,GPE,1
765,766,u.s. sept,GPE,1
766,767,u.s. bank,GPE,5
767,768,dar es salaam,GPE,9
768,769,eastern zaire,GPE,1
769,770,soviet 1988,GPE,1
770,771,brescia,GPE,1
771,772,r-pa,GPE,1
772,773,fairbanks,GPE,1
773,774,niagara,GPE,3
774,775,dayton hudson,GPE,1
775,776,rivieres,GPE,1
776,777,auckland,GPE,1
777,778,new york's,GPE,7
778,779,amman,GPE,2
779,780,stavanger,GPE,2
780,781,henley,GPE,1
781,782,somerset,GPE,1
782,783,nicosia,GPE,3
783,784,guernsey,GPE,2
784,785,south louisiana,GPE,2
785,786,vt.,GPE,1
786,787,san bernardino,GPE,1
787,788,pleasanton,GPE,1
788,789,santa ana,GPE,3
789,790,kingman,GPE,1
790,791,ipswich,GPE,5
791,792,napa,GPE,2
792,793,iowa,GPE,38
793,794,sassan,GPE,1
794,795,rostam,GPE,2
795,796,ravenna,GPE,2
796,797,h.k.,GPE,7
797,798,saudi,GPE,2
798,799,south yemen,GPE,2
799,800,aden,GPE,1
800,801,north yemen's,GPE,1
801,802,schleswig-holstein,GPE,2
802,803,gulf iran,GPE,1
803,804,yantai,GPE,1
804,805,matanzas,GPE,1
805,806,west beirut,GPE,1
806,807,bergen,GPE,2
807,808,suva,GPE,1
808,809,europe uganda,GPE,1
809,810,the soviet union's,GPE,7
810,811,lugano,GPE,1
811,812,tex.,GPE,1
812,813,beaumont,GPE,4
813,814,alameda,GPE,1
814,815,san mateo,GPE,1
815,816,richmond,GPE,2
816,817,prescott,GPE,2
817,818,lakeview,GPE,1
818,819,malibu,GPE,1
819,820,ny,GPE,6
820,821,north ridge,GPE,1
821,822,columbus,GPE,5
822,823,panama,GPE,12
823,824,trinidad,GPE,11
824,825,miraflores,GPE,1
825,826,warburg,GPE,2
826,827,nathan,GPE,1
827,828,mmtc,GPE,3
828,829,busan,GPE,2
829,830,kaohsiung,GPE,3
830,831,yokohama,GPE,1
831,832,kobe,GPE,1
832,833,botswana,GPE,4
833,834,bulawayo,GPE,1
834,835,abidjan,GPE,2
835,836,thassos,GPE,2
836,837,ankara,GPE,6
837,838,st. paul,GPE,2
838,839,minn,GPE,4
839,840,cornwall,GPE,1
840,841,clearwater,GPE,2
841,842,woodward,GPE,2
842,843,n pak,GPE,2
843,844,tampa,GPE,5
844,845,n pak's,GPE,1
845,846,north sydney,GPE,1
846,847,mississippi,GPE,8
847,848,arkansas,GPE,8
848,849,bordeaux,GPE,1
849,850,rouen,GPE,6
850,851,sete,GPE,1
851,852,barbados,GPE,1
852,853,belize,GPE,1
853,854,bolivia,GPE,40
854,855,congo,GPE,1
855,856,guyana,GPE,1
856,857,paraguay,GPE,4
857,858,brownsville,GPE,1
858,859,ns,GPE,1
859,860,the gulf of mexico,GPE,2
860,861,guam,GPE,1
861,862,aegean the united states,GPE,1
862,863,woodinville,GPE,1
863,864,managua,GPE,14
864,865,chad,GPE,1
865,866,northern chad,GPE,1
866,867,san ignasio,GPE,2
867,868,u.s.-japan,GPE,13
868,869,ericsson sweden's,GPE,1
869,870,ric 106,GPE,1
870,871,calmar,GPE,2
871,872,grangemouth,GPE,3
872,873,south africa ltd,GPE,1
873,874,hague,GPE,1
874,875,greenock,GPE,1
875,876,lennar,GPE,3
876,877,kingston,GPE,1
877,878,omaha,GPE,2
878,879,macon,GPE,1
879,880,new zealand dollar,GPE,1
880,881,new zealand dollars,GPE,3
881,882,maribor,GPE,1
882,883,french,GPE,2
883,884,"netherlands 900,000",GPE,1
884,885,sealy,GPE,2
885,886,michigan sealy,GPE,2
886,887,baldwin county,GPE,1
887,888,opelika,GPE,1
888,889,jackson county bank,GPE,1
889,890,scottsboro,GPE,1
890,891,new holland,GPE,2
891,892,lancaster county,GPE,1
892,893,lawson,GPE,1
893,894,corpus christi,GPE,9
894,895,r.i.,GPE,5
895,896,falmouth,GPE,1
896,897,portsmouth,GPE,4
897,898,tulsa,GPE,1
898,899,penteco east,GPE,1
899,900,kansas,GPE,20
900,901,valencia,GPE,4
901,902,camden,GPE,1
902,903,strathcona alberta,GPE,1
903,904,u.s. dot,GPE,1
904,905,orange county,GPE,2
905,906,tenn.,GPE,7
906,907,inc toronto,GPE,1
907,908,karachi,GPE,2
908,909,woodside,GPE,1
909,910,peking china,GPE,1
910,911,u.s-japan,GPE,1
911,912,west europe,GPE,1
912,913,sendai,GPE,1
913,914,cheung kong,GPE,5
914,915,hong kong island,GPE,2
915,916,chernobyl,GPE,3
916,917,sedgwick,GPE,1
917,918,angola,GPE,3
918,919,asahi,GPE,1
919,920,u.s./japan,GPE,1
920,921,"u.s, europe",GPE,3
921,922,baytown,GPE,1
922,923,racine,GPE,1
923,924,wis.,GPE,4
924,925,the soviet union lyng,GPE,1
925,926,north dakota,GPE,2
926,927,east germany,GPE,3
927,928,berlin,GPE,1
928,929,east berlin,GPE,1
929,930,syria,GPE,10
930,931,north kingstown,GPE,2
931,932,salvador,GPE,2
