,id,name,label,mentions
222,223,baghdad,GPE,9
223,224,the united kingdom,GPE,7
224,225,alaska,GPE,31
225,226,hilton,GPE,12
226,227,atlanta,GPE,18
227,228,detroit,GPE,8
228,229,st. louis,GPE,6
229,230,d.c.,GPE,3
230,231,san francisco,GPE,20
231,232,iran ghana,GPE,1
232,233,tehran,GPE,41
233,234,orange,GPE,1
234,235,calif,GPE,17
235,236,british columbia,GPE,22
236,237,nevada,GPE,17
237,238,egypt,GPE,71
238,239,minneapolis,GPE,23
239,240,minn.,GPE,4
240,241,argentina,GPE,71
241,242,south africa,GPE,92
242,243,europa gmbh,GPE,1
243,244,germany,GPE,41
244,245,radevormwald,GPE,1
245,246,andover,GPE,3
246,247,ontario,GPE,20
247,248,nova scotia,GPE,3
248,249,morocco,GPE,21
249,250,delhi,GPE,13
250,251,seram,GPE,1
251,252,hainan island,GPE,3
252,253,venezuela,GPE,40
253,254,bahrain,GPE,43
254,255,west berlin,GPE,16
255,256,surrey,GPE,1
256,257,england,GPE,8
257,258,shanxi,GPE,2
258,259,henan,GPE,9
259,260,sichuan,GPE,9
260,261,anhui,GPE,6
261,262,hebei,GPE,5
262,263,jiangsu,GPE,3
263,264,shandong,GPE,4
264,265,bahamas,GPE,4
265,266,shanghai,GPE,16
266,267,india,GPE,149
267,268,cif,GPE,12
268,269,geneva,GPE,24
269,270,oldham,GPE,3
270,271,us,GPE,18
271,272,frankfurt,GPE,34
272,273,zurich,GPE,15
273,274,milan,GPE,9
274,275,basle,GPE,2
275,276,the hague,GPE,7
276,277,republic,GPE,1
277,278,rhineland,GPE,1
278,279,san diego,GPE,8
279,280,the soviet union,GPE,199
280,281,seattle,GPE,10
281,282,switzerland,GPE,48
282,283,algeria,GPE,64
283,284,buenaventura,GPE,2
284,285,ghent,GPE,1
285,286,naples,GPE,3
286,287,east london,GPE,2
287,288,antwerp,GPE,9
288,289,maringa,GPE,4
289,290,sri lanka's,GPE,9
290,291,kiichi miyazawa,GPE,1
291,292,bonn,GPE,51
292,293,america,GPE,52
293,294,ussr,GPE,97
294,295,peru,GPE,77
295,296,south australia,GPE,3
296,297,montana,GPE,10
297,298,gothenburg,GPE,4
298,299,trieste,GPE,1
299,300,kimberley,GPE,16
300,301,herculaneum,GPE,2
301,302,mo,GPE,1
302,303,brunswick,GPE,14
303,304,fhlbb,GPE,8
304,305,surfside beach,GPE,1
305,306,junin,GPE,1
306,307,yugoslavia,GPE,25
307,308,belgrade,GPE,8
308,309,kenya,GPE,37
309,310,phoenix,GPE,10
310,311,texas,GPE,146
311,312,sweden,GPE,67
312,313,ingersoll,GPE,1
313,314,quebec,GPE,33
314,315,u.k.'s,GPE,6
315,316,bradford,GPE,2
316,317,u.s. dollar,GPE,7
317,318,yaounde,GPE,1
318,319,new jersey,GPE,21
319,320,rome,GPE,4
320,321,calabria,GPE,1
321,322,dayton,GPE,2
322,323,maputo,GPE,1
323,324,swaziland,GPE,3
324,325,myrtle,GPE,3
325,326,0,GPE,2
326,327,st charles destrehan,GPE,3
327,328,terre,GPE,1
328,329,santa cruz,GPE,4
329,330,ala.,GPE,4
330,331,fiji,GPE,16
331,332,libya,GPE,18
332,333,new orleans,GPE,8
333,334,wtaf,GPE,1
334,335,wcix,GPE,1
335,336,miami,GPE,12
336,337,ktxa,GPE,1
337,338,dallas,GPE,49
338,339,ktxh,GPE,1
339,340,burnham,GPE,1
340,341,fitchburg,GPE,1
341,342,mo.,GPE,6
342,343,zimbabwe,GPE,36
343,344,toronto,GPE,28
344,345,midland,GPE,9
345,346,03/15/87,GPE,1
346,347,aurora,GPE,1
347,348,ohio,GPE,52
348,349,soviet union,GPE,15
349,350,jordan,GPE,14
350,351,n.a.,GPE,4
351,352,murdochville,GPE,2
352,353,newhall,GPE,1
353,354,the united states',GPE,5
354,355,portland,GPE,40
355,356,n.y.,GPE,33
356,357,new york city,GPE,9
357,358,ore.,GPE,9
358,359,louisiana,GPE,38
359,360,bristol,GPE,4
360,361,lubbock,GPE,5
361,362,israel,GPE,23
362,363,zaire,GPE,12
363,364,denver,GPE,13
364,365,u.s. gulf,GPE,3
365,366,u.s. west coast,GPE,3
366,367,u.s. federal reserve bank,GPE,1
367,368,greenwood,GPE,2
368,369,chile,GPE,23
369,370,new zealand's,GPE,18
370,371,bahia blanca,GPE,2
371,372,san nicolas,GPE,1
372,373,puerto alvear,GPE,1
373,374,south wales,GPE,8
374,375,temuco,GPE,1
375,376,dominican republic,GPE,4
376,377,taipei,GPE,7
377,378,howard,GPE,1
378,379,mombasa,GPE,5
379,380,uganda,GPE,12
380,381,kampala,GPE,2
381,382,march spain's,GPE,1
382,383,hungary,GPE,34
383,384,poland,GPE,31
384,385,uae,GPE,21
385,386,guangdong,GPE,10
386,387,beijing,GPE,1
387,388,peking,GPE,28
388,389,calgary,GPE,14
389,390,bangladesh,GPE,35
390,391,amsterdam,GPE,10
391,392,st.gobain netherlands,GPE,1
392,393,papua new guinea,GPE,10
393,394,kiel,GPE,3
394,395,hamburg,GPE,20
395,396,essen,GPE,3
396,397,munich,GPE,5
397,398,south africa's,GPE,23
398,399,venice,GPE,32
399,400,lisbon,GPE,4
400,401,south atlantic's,GPE,1
401,402,south atlantic,GPE,1
402,403,great britain,GPE,6
403,404,pisgah,GPE,1
404,405,west germany's,GPE,45
405,406,kansas city,GPE,11
406,407,duluth,GPE,3
407,408,st louis,GPE,5
408,409,toledo,GPE,12
409,410,boston,GPE,21
410,411,bancorp,GPE,1
411,412,massachusetts,GPE,10
412,413,new hampshire,GPE,5
413,414,montgomery,GPE,3
414,415,idaho,GPE,5
415,416,equador,GPE,2
416,417,wash.,GPE,7
417,418,hermiston,GPE,1
418,419,ark.,GPE,1
419,420,arizona,GPE,15
420,421,plymouth,GPE,1
421,422,crowley,GPE,1
422,423,livingston,GPE,1
423,424,bulgaria,GPE,5
424,425,romania,GPE,16
425,426,khor,GPE,1
426,427,the united arab emirates,GPE,25
427,428,quito,GPE,6
428,429,delaware,GPE,27
429,430,connecticut,GPE,14
430,431,south dakota,GPE,6
431,432,huron,GPE,10
432,433,midland texas,GPE,1
433,434,irvine,GPE,5
434,435,county bancorp,GPE,1
435,436,county bancorp's,GPE,1
436,437,allegheny,GPE,20
437,438,lich,GPE,1
438,439,santa barbara,GPE,7
439,440,calif.,GPE,37
440,441,rhode island,GPE,10
441,442,new england,GPE,3
442,443,eastern massachusetts,GPE,1
443,444,providence,GPE,4
444,445,henderson,GPE,11
445,446,cheyenne,GPE,2
446,447,wyo.,GPE,3
447,448,computrac,GPE,2
448,449,virginia,GPE,17
449,450,maryland,GPE,18
450,451,columbia,GPE,6
451,452,qatar,GPE,37
452,453,gilbert,GPE,1
453,454,ariz.,GPE,8
454,455,u.s. international trade commission,GPE,6
455,456,u.s customs,GPE,1
456,457,cincinnati,GPE,9
457,458,bensenville,GPE,1
458,459,ill.,GPE,17
459,460,glendale,GPE,2
460,461,atlantic richfield,GPE,2
461,462,far hills,GPE,5
462,463,indiana,GPE,25
463,464,wellsville,GPE,1
464,465,amity,GPE,1
465,466,belmont,GPE,1
466,467,milo,GPE,1
467,468,jerusalem,GPE,1
468,469,penn yan,GPE,1
469,470,n.y,GPE,2
470,471,troy,GPE,2
471,472,mich.,GPE,4
472,473,haiti,GPE,14
473,474,the dominican republic,GPE,14
474,475,qinghai province,GPE,1
475,476,macao,GPE,3
476,477,orlando,GPE,4
477,478,lewiston,GPE,3
478,479,mont.,GPE,1
479,480,pittsburgh,GPE,7
480,481,pa.,GPE,9
481,482,leeds,GPE,5
482,483,guatemala,GPE,15
483,484,costa rica,GPE,23
484,485,cleveland,GPE,12
485,486,u.s. south korea,GPE,2
486,487,u.s consumer,GPE,1
487,488,brussels,GPE,22
488,489,the netherlands,GPE,10
489,490,vienna,GPE,25
490,491,itcf,GPE,1
491,492,sunnyvale,GPE,3
492,493,lusaka,GPE,4
493,494,bombay,GPE,12
494,495,saudi arabia's,GPE,24
495,496,oklahoma,GPE,27
496,497,woodville,GPE,2
497,498,gloucestershire,GPE,1
498,499,pennsylvania,GPE,19
499,500,pa,GPE,4
500,501,astoria,GPE,1
501,502,harcourt,GPE,5
502,503,manhattan,GPE,5
503,504,lowell,GPE,1
504,505,mass.,GPE,4
505,506,jersey city,GPE,1
506,507,beaufort,GPE,1
507,508,biloxi,GPE,1
508,509,miss,GPE,3
509,510,woodstock,GPE,2
510,511,unita county,GPE,1
511,512,va.,GPE,6
512,513,thomaston,GPE,1
513,514,conn,GPE,4
514,515,west chester,GPE,1
515,516,michigan,GPE,27
516,517,wisconsin,GPE,15
517,518,u.s. video,GPE,2
518,519,u.s. video vending corp,GPE,1
519,520,u.s. video's,GPE,1
520,521,west africa,GPE,4
521,522,santa clara,GPE,2
522,523,jacksonville,GPE,7
523,524,korea,GPE,30
524,525,saudi arabia -,GPE,1
525,526,oregon,GPE,23
526,527,camas,GPE,1
527,528,utah,GPE,21
528,529,cushing,GPE,2
529,530,okla,GPE,5
530,531,saddle brook,GPE,1
531,532,usa,GPE,3
532,533,keene,GPE,1
533,534,n.h.,GPE,1
534,535,fort worth,GPE,10
535,536,l.p.,GPE,17
536,537,philadelphia,GPE,15
537,538,ardmore,GPE,1
538,539,fargo,GPE,1
539,540,la,GPE,2
540,541,dekalb,GPE,2
541,542,sarasota,GPE,3
542,543,georgia,GPE,14
543,544,st. louis businessmen,GPE,2
544,545,the midland bank,GPE,1
545,546,oman,GPE,17
546,547,west queensland,GPE,1
547,548,the yunnan 1986/87,GPE,1
548,549,guangxi,GPE,4
549,550,guangdong province,GPE,2
550,551,n fujian,GPE,1
551,552,south china's,GPE,1
552,553,fujian,GPE,8
553,554,qinghai,GPE,1
554,555,cuba,GPE,32
555,556,riyadh,GPE,7
556,557,u.s. dollars,GPE,10
557,558,weybridge,GPE,1
558,559,0.27930/40,GPE,1
559,560,nadi,GPE,2
560,561,san,GPE,1
561,562,new delhi,GPE,3
562,563,montrose,GPE,1
563,564,sardinia,GPE,1
564,565,fort lauderdale,GPE,3
565,566,ind,GPE,1
566,567,ottawa,GPE,18
567,568,"u.s,",GPE,2
568,569,minnesota,GPE,24
569,570,ky.,GPE,2
570,571,puerto rican co century,GPE,1
571,572,san juan,GPE,3
572,573,puerto rico,GPE,7
573,574,baltimore,GPE,4
574,575,san jose,GPE,2
575,576,wilmington,GPE,3
576,577,del.,GPE,3
577,578,vero beach,GPE,1
578,579,jamaica,GPE,13
579,580,senegal,GPE,8
580,581,nigeria,GPE,27
581,582,decatur,GPE,4
582,583,illinois,GPE,28
583,584,aspen,GPE,1
584,585,colo.,GPE,6
585,586,anaheim,GPE,2
586,587,witchita,GPE,1
587,588,maclean,GPE,1
588,589,va,GPE,3
589,590,bangkok,GPE,4
590,591,west indies,GPE,2
591,592,sarnia,GPE,1
592,593,ont.,GPE,1
593,594,lyon,GPE,2
594,595,u.s.) inc,GPE,1
595,596,quebec city,GPE,2
596,597,algonquin,GPE,1
597,598,durham,GPE,5
598,599,bingham,GPE,1
599,600,morenci,GPE,1
600,601,manitoba,GPE,3
601,602,new mexico,GPE,3
602,603,u.s. reserve,GPE,2
603,604,imc,GPE,2
604,605,rio de janeiro,GPE,20
605,606,holland,GPE,12
606,607,u.s. federal reserve,GPE,6
607,608,america west,GPE,2
608,609,hongkong,GPE,26
609,610,osp,GPE,1
610,611,penang,GPE,1
611,612,uk,GPE,37
612,613,labrador,GPE,1
613,614,saskatchewan,GPE,11
614,615,horsham,GPE,1
615,616,fairfield,GPE,3
616,617,nippon,GPE,37
617,618,sabah,GPE,3
618,619,syracuse,GPE,2
619,620,rochester,GPE,3
620,621,buffalo,GPE,1
621,622,u.s. cent,GPE,4
622,623,u.s trade,GPE,1
623,624,uruguay,GPE,27
624,625,dar-es-salaam,GPE,1
625,626,beira,GPE,3
626,627,rio de janeiro's,GPE,2
627,628,santos,GPE,9
628,629,waterford,GPE,1
629,630,tanzania,GPE,16
630,631,ibc,GPE,7
631,632,wyoming,GPE,6
632,633,marseilles,GPE,2
633,634,johannesburg,GPE,10
634,635,rustenburg,GPE,2
635,636,weld county,GPE,1
636,637,colo,GPE,2
637,638,lafayette,GPE,2
638,639,houma,GPE,1
639,640,harvey,GPE,1
640,641,la.,GPE,3
641,642,alvin,GPE,1
642,643,odessa,GPE,2
643,644,longview,GPE,1
644,645,moore,GPE,1
645,646,cleburne,GPE,1
646,647,troutdale,GPE,2
647,648,memphis,GPE,8
648,649,us west inc,GPE,1
649,650,west virginia,GPE,12
650,651,benelux,GPE,1
651,652,iceland,GPE,5
652,653,brunei,GPE,2
653,654,north sumatra,GPE,1
654,655,aluminium japan's,GPE,1
655,656,maine,GPE,8
656,657,chittagong,GPE,5
657,658,dalian,GPE,2
658,659,bi,GPE,1
659,660,kingdom,GPE,9
660,661,richardson,GPE,1
661,662,birmingham,GPE,2
662,663,destin bank,GPE,1
663,664,pensacola,GPE,4
664,665,duisburg,GPE,1
665,666,u.s. court,GPE,1
666,667,taft,GPE,7
667,668,karlsruhe,GPE,1
668,669,fla,GPE,3
669,670,ireland,GPE,11
670,671,austria,GPE,15
671,672,czechoslovakia,GPE,7
672,673,atoka,GPE,2
673,674,southern africa,GPE,2
674,675,ethiopia,GPE,9
675,676,lesotho,GPE,2
676,677,comoros,GPE,1
677,678,djibouti,GPE,1
678,679,malawi,GPE,6
679,680,mauritius,GPE,1
680,681,somalia,GPE,1
681,682,lawrenceville,GPE,1
682,683,ga.,GPE,10
683,684,gwinnett,GPE,1
684,685,gwinnett county,GPE,1
685,686,forsyth county news,GPE,1
686,687,colorado,GPE,21
687,688,milton keynes,GPE,1
688,689,russia,GPE,2
689,690,el salvador,GPE,14
690,691,nicaragua,GPE,15
691,692,santa monica,GPE,4
692,693,kuala lumpur,GPE,6
693,694,redmond,GPE,1
694,695,dublin,GPE,5
695,696,t.e.a.m.,GPE,2
696,697,u.s. sec,GPE,1
697,698,evanston,GPE,1
698,699,rio de janeiro - ibc,GPE,1
699,700,tennessee,GPE,5
700,701,alabama,GPE,10
701,702,dubai,GPE,11
702,703,u.k. brent,GPE,1
703,704,icca,GPE,2
704,705,alexandria,GPE,3
705,706,north korea,GPE,3
706,707,victoria,GPE,3
707,708,copenhagen,GPE,1
708,709,s.a.,GPE,15
709,710,madrid,GPE,6
710,711,schuykill county,GPE,1
711,712,penn.,GPE,2
712,713,hennepin county,GPE,1
713,714,edison,GPE,1
714,715,missouri,GPE,23
715,716,lebanon,GPE,7
716,717,kearn county,GPE,1
717,718,new-mexico,GPE,1
718,719,nebraska,GPE,13
719,720,oakland,GPE,1
720,721,u.s. house,GPE,2
721,722,newport beach,GPE,4
722,723,youngstown,GPE,1
723,724,wash,GPE,3
724,725,helena,GPE,2
725,726,mont,GPE,1
726,727,murfreesboro,GPE,3
727,728,aruba,GPE,3
728,729,the netherlands antilles,GPE,1
729,730,canton,GPE,4
730,731,u.s. lomas,GPE,1
731,732,austin,GPE,2
732,733,azpur,GPE,1
733,734,hormuz,GPE,10
734,735,dutchess county,GPE,1
735,736,hills estates,GPE,1
736,737,u.s. israel's,GPE,1
737,738,jointy,GPE,1
738,739,jakarta,GPE,14
739,740,mozambique,GPE,4
740,741,zaire tanzania,GPE,1
741,742,u.k. september,GPE,1
742,743,stoltenberg,GPE,1
743,744,damascus,GPE,3
744,745,east aceh,GPE,1
745,746,aceh,GPE,1
746,747,u.s. sept,GPE,1
747,748,u.s. bank,GPE,5
748,749,dar es salaam,GPE,9
749,750,eastern zaire,GPE,1
750,751,soviet 1988,GPE,1
751,752,brescia,GPE,1
752,753,r-pa,GPE,1
753,754,fairbanks,GPE,1
754,755,niagara,GPE,3
755,756,dayton hudson,GPE,1
756,757,rivieres,GPE,1
757,758,auckland,GPE,1
758,759,new york's,GPE,7
759,760,amman,GPE,2
760,761,stavanger,GPE,2
761,762,henley,GPE,1
762,763,somerset,GPE,1
763,764,nicosia,GPE,3
764,765,guernsey,GPE,2
765,766,south louisiana,GPE,2
766,767,vt.,GPE,1
767,768,san bernardino,GPE,1
768,769,pleasanton,GPE,1
769,770,santa ana,GPE,3
770,771,kingman,GPE,1
771,772,ipswich,GPE,5
772,773,napa,GPE,2
773,774,iowa,GPE,38
774,775,sassan,GPE,1
775,776,rostam,GPE,2
776,777,ravenna,GPE,2
777,778,h.k.,GPE,7
778,779,saudi,GPE,2
779,780,south yemen,GPE,2
780,781,aden,GPE,1
781,782,north yemen's,GPE,1
782,783,schleswig-holstein,GPE,2
783,784,gulf iran,GPE,1
784,785,yantai,GPE,1
785,786,matanzas,GPE,1
786,787,west beirut,GPE,1
787,788,bergen,GPE,2
788,789,suva,GPE,1
789,790,europe uganda,GPE,1
790,791,the soviet union's,GPE,7
791,792,lugano,GPE,1
792,793,tex.,GPE,1
793,794,beaumont,GPE,4
794,795,alameda,GPE,1
795,796,san mateo,GPE,1
796,797,richmond,GPE,2
797,798,prescott,GPE,2
798,799,lakeview,GPE,1
799,800,malibu,GPE,1
800,801,ny,GPE,6
801,802,north ridge,GPE,1
802,803,columbus,GPE,5
803,804,panama,GPE,12
804,805,trinidad,GPE,11
805,806,miraflores,GPE,1
806,807,warburg,GPE,2
807,808,nathan,GPE,1
808,809,mmtc,GPE,3
809,810,busan,GPE,2
810,811,kaohsiung,GPE,3
811,812,yokohama,GPE,1
812,813,kobe,GPE,1
813,814,botswana,GPE,4
814,815,bulawayo,GPE,1
815,816,abidjan,GPE,2
816,817,thassos,GPE,2
817,818,ankara,GPE,6
818,819,st. paul,GPE,2
819,820,minn,GPE,4
820,821,cornwall,GPE,1
821,822,clearwater,GPE,2
822,823,woodward,GPE,2
823,824,n pak,GPE,2
824,825,tampa,GPE,5
825,826,n pak's,GPE,1
826,827,north sydney,GPE,1
827,828,mississippi,GPE,8
828,829,arkansas,GPE,8
829,830,bordeaux,GPE,1
830,831,rouen,GPE,6
831,832,sete,GPE,1
832,833,barbados,GPE,1
833,834,belize,GPE,1
834,835,bolivia,GPE,40
835,836,congo,GPE,1
836,837,guyana,GPE,1
837,838,paraguay,GPE,4
838,839,brownsville,GPE,1
839,840,ns,GPE,1
840,841,the gulf of mexico,GPE,2
841,842,guam,GPE,1
842,843,aegean the united states,GPE,1
843,844,woodinville,GPE,1
844,845,cuenca,GPE,5
845,846,managua,GPE,14
846,847,chad,GPE,1
847,848,northern chad,GPE,1
848,849,san ignasio,GPE,2
849,850,u.s.-japan,GPE,13
850,851,ericsson sweden's,GPE,1
851,852,ric 106,GPE,1
852,853,calmar,GPE,2
853,854,grangemouth,GPE,3
854,855,south africa ltd,GPE,1
855,856,hague,GPE,1
856,857,greenock,GPE,1
857,858,lennar,GPE,3
858,859,kingston,GPE,1
859,860,omaha,GPE,2
860,861,macon,GPE,1
861,862,new zealand dollar,GPE,1
862,863,new zealand dollars,GPE,3
863,864,maribor,GPE,1
864,865,french,GPE,2
865,866,"netherlands 900,000",GPE,1
866,867,sealy,GPE,2
867,868,michigan sealy,GPE,2
868,869,baldwin county,GPE,1
869,870,opelika,GPE,1
870,871,jackson county bank,GPE,1
871,872,scottsboro,GPE,1
872,873,new holland,GPE,2
873,874,lancaster county,GPE,1
874,875,lawson,GPE,1
875,876,corpus christi,GPE,9
876,877,r.i.,GPE,5
877,878,falmouth,GPE,1
878,879,portsmouth,GPE,4
879,880,tulsa,GPE,1
880,881,penteco east,GPE,1
881,882,kansas,GPE,20
882,883,valencia,GPE,4
883,884,camden,GPE,1
884,885,strathcona alberta,GPE,1
885,886,u.s. dot,GPE,1
886,887,orange county,GPE,2
887,888,tenn.,GPE,7
888,889,ashland,GPE,5
889,890,inc toronto,GPE,1
890,891,karachi,GPE,2
891,892,woodside,GPE,1
892,893,peking china,GPE,1
893,894,u.s-japan,GPE,1
894,895,west europe,GPE,1
895,896,s. korea,GPE,2
896,897,sendai,GPE,1
897,898,cheung kong,GPE,6
898,899,hong kong island,GPE,2
899,900,chernobyl,GPE,3
900,901,sedgwick,GPE,1
901,902,angola,GPE,3
902,903,asahi,GPE,1
903,904,u.s./japan,GPE,1
904,905,"u.s, europe",GPE,3
905,906,baytown,GPE,1
906,907,racine,GPE,1
907,908,wis.,GPE,4
908,909,the soviet union lyng,GPE,1
909,910,north dakota,GPE,2
910,911,east germany,GPE,3
911,912,berlin,GPE,1
912,913,east berlin,GPE,1
913,914,syria,GPE,10
914,915,north kingstown,GPE,2
915,916,salvador,GPE,2
916,917,dusseldorf,GPE,4
917,918,freeport,GPE,6
918,919,garland,GPE,1
919,920,bethesda,GPE,1
920,921,pinal,GPE,1
921,922,inverness,GPE,4
922,923,silverton,GPE,1
923,924,inn,GPE,1
924,925,eastern guangxi,GPE,1
925,926,guanghdong,GPE,1
926,927,eastern hunan,GPE,1
927,928,jiangxi,GPE,3
928,929,zhejiang,GPE,2
929,930,blackburn,GPE,1
930,931,lancashire,GPE,1
931,932,elgin,GPE,1
932,933,liberia nigeria,GPE,1
933,934,liberia,GPE,4
