,id,entity,wiki_code,label,id_dedup
182,183,Corrientes,[[wikidata:Q44211]],GPE,183
183,184,Chaco,[[wikidata:Q227066]],GPE,184
184,185,Formosa,,GPE,185
185,186,La Pampa,[[wikidata:Q6464274]],GPE,186
186,187,Buenos Aires,[[wikidata:Q1486]],GPE,187
187,188,Kentucky,[[wikidata:Q1603]],GPE,188
188,189,Chicago,[[wikidata:Q1297]],GPE,189
189,190,Ivory Coast,[[wikidata:Q1008]],GPE,190
190,191,Ghana,[[wikidata:Q117]],GPE,191
191,192,Honduras,[[wikidata:Q783]],GPE,192
192,193,Brasilia,,GPE,193
193,194,Sao Paulo,,GPE,194
194,195,Parana,,GPE,195
195,196,US Where,,GPE,196
196,197,Florida,[[wikidata:Q812]],GPE,197
197,198,Tunisia,[[wikidata:Q948]],GPE,198
198,199,Montreal,[[wikidata:Q340]],GPE,199
199,200,CH,[[wikidata:Q217424]],GPE,200
200,201,Burlington,[[wikidata:Q224175]],GPE,201
201,202,West PointPepperell Inc,,GPE,202
202,203,North Carolina,[[wikidata:Q1454]],GPE,203
203,204,South Carolina,[[wikidata:Q1456]],GPE,204
204,205,Darlington County,,GPE,205
205,206,Fayetteville,[[wikidata:Q225887]],GPE,206
206,207,NC,[[wikidata:Q219130]],GPE,207
207,208,US Medical,,GPE,208
208,209,Luxembourg,[[wikidata:Q32]],GPE,209
209,210,Rwanda,[[wikidata:Q1037]],GPE,210
210,211,Moscow,[[wikidata:Q649]],GPE,211
211,212,Colombia,[[wikidata:Q739]],GPE,212
212,213,Turkey,[[wikidata:Q43]],GPE,213
213,214,Greece,[[wikidata:Q41]],GPE,214
214,215,Ans,[[wikidata:Q499594]],GPE,215
215,216,Comstock,[[wikidata:Q402883]],GPE,216
216,217,Pakistan,[[wikidata:Q843]],GPE,217
217,218,Atlantic City,,GPE,218
218,219,Ecuador,[[wikidata:Q736]],GPE,219
219,220,Iraq,[[wikidata:Q796]],GPE,220
220,221,Basra,[[wikidata:Q48195]],GPE,221
221,222,Iran,[[wikidata:Q794]],GPE,222
222,223,Baghdad,[[wikidata:Q1530]],GPE,223
223,224, United Kingdom,[[wikidata:Q145]],GPE,224
224,225,Alaska,[[wikidata:Q797]],GPE,225
225,226,Hilton,[[wikidata:Q232712]],GPE,226
226,227,Atlanta,[[wikidata:Q23556]],GPE,227
227,228,Detroit,[[wikidata:Q12439]],GPE,228
228,229,St Louis,,GPE,229
229,230,DC,[[wikidata:Q197738]],GPE,230
230,231,San Francisco,[[wikidata:Q62]],GPE,231
231,232,Iran Ghana,,GPE,232
232,233,Tehran,[[wikidata:Q3616]],GPE,233
233,234,Orange,[[wikidata:Q2028096]],GPE,234
234,235,Calif,[[wikidata:Q5019908]],GPE,235
235,236,British Columbia,[[wikidata:Q1973]],GPE,236
236,237,Nevada,[[wikidata:Q1227]],GPE,237
237,238,Egypt,[[wikidata:Q79]],GPE,238
238,239,Minneapolis,[[wikidata:Q36091]],GPE,239
239,240,Minn,,GPE,240
240,241,Argentina,[[wikidata:Q414]],GPE,241
241,242,South Africa,[[wikidata:Q258]],GPE,242
242,243,Europa Gmbh,,GPE,243
243,244,Germany,[[wikidata:Q183]],GPE,244
244,245,Radevormwald,[[wikidata:Q11039]],GPE,245
245,246,Andover,[[wikidata:Q229476]],GPE,246
246,247,Ontario,[[wikidata:Q1904]],GPE,247
247,248,Nova Scotia,[[wikidata:Q1952]],GPE,248
248,249,Morocco,[[wikidata:Q1028]],GPE,249
249,250,Delhi,[[wikidata:Q1353]],GPE,250
250,251,Seram,,GPE,251
251,252,Hainan Island,[[wikidata:Q1081204]],GPE,252
252,253,Venezuela,[[wikidata:Q717]],GPE,253
253,254,Bahrain,[[wikidata:Q398]],GPE,254
254,255,West Berlin,[[wikidata:Q56036]],GPE,255
255,256,Surrey,[[wikidata:Q23276]],GPE,256
256,257,England,[[wikidata:Q21]],GPE,257
257,258,Shanxi,[[wikidata:Q46913]],GPE,258
258,259,Henan,[[wikidata:Q43684]],GPE,259
259,260,Sichuan,[[wikidata:Q19770]],GPE,260
260,261,Anhui,[[wikidata:Q40956]],GPE,261
261,262,Hebei,[[wikidata:Q21208]],GPE,262
262,263,Jiangsu,[[wikidata:Q16963]],GPE,263
263,264,Shandong,[[wikidata:Q43407]],GPE,264
264,265,Bahamas,,GPE,265
265,266,Shanghai,[[wikidata:Q8686]],GPE,266
266,267,India,[[wikidata:Q668]],GPE,267
267,268,Cif,[[wikidata:Q2972358]],GPE,25
268,269,Geneva,[[wikidata:Q71]],GPE,269
269,270,Oldham,[[wikidata:Q202628]],GPE,270
270,271,Us,[[wikidata:Q28775762]],GPE,271
271,272,Frankfurt,[[wikidata:Q1794]],GPE,272
272,273,Zurich,,GPE,273
273,274,Milan,[[wikidata:Q490]],GPE,274
274,275,Basle,,GPE,275
275,276, Hague,,GPE,276
276,277,Republic,[[wikidata:Q7270]],GPE,277
277,278,Rhineland,[[wikidata:Q152243]],GPE,278
278,279,San Diego,[[wikidata:Q16552]],GPE,279
279,280, Soviet Union,[[wikidata:Q15180]],GPE,280
280,281,Seattle,[[wikidata:Q5083]],GPE,281
281,282,Switzerland,[[wikidata:Q39]],GPE,282
282,283,Algeria,[[wikidata:Q262]],GPE,283
283,284,Buenaventura,[[wikidata:Q355272]],GPE,284
284,285,Ghent,[[wikidata:Q1296]],GPE,285
285,286,Naples,[[wikidata:Q2634]],GPE,286
286,287,East London,[[wikidata:Q2220704]],GPE,287
287,288,Antwerp,[[wikidata:Q12892]],GPE,288
288,289,Maringa,[[wikidata:Q408885]],GPE,289
289,290,Sri LankaS,,GPE,290
290,291,Kiichi Miyazawa,[[wikidata:Q315565]],GPE,291
291,292,Bonn,[[wikidata:Q586]],GPE,292
292,293,America,,GPE,293
293,294,Ussr,,GPE,294
294,295,Peru,[[wikidata:Q419]],GPE,295
295,296,South Australia,[[wikidata:Q35715]],GPE,296
296,297,Montana,[[wikidata:Q1212]],GPE,297
297,298,Gonburg,,GPE,298
298,299,Trieste,[[wikidata:Q546]],GPE,299
299,300,Kimberley,[[wikidata:Q225058]],GPE,300
300,301,Herculaneum,[[wikidata:Q178813]],GPE,301
301,302,Mo,[[wikidata:Q218120]],GPE,302
302,303,Brunswick,[[wikidata:Q257733]],GPE,303
303,304,Fhlbb,,GPE,304
304,305,Surfside Beach,[[wikidata:Q408214]],GPE,305
305,306,Junin,,GPE,306
306,307,Yugoslavia,[[wikidata:Q36704]],GPE,307
307,308,Belgrade,[[wikidata:Q3711]],GPE,308
308,309,Kenya,[[wikidata:Q114]],GPE,309
309,310,Phoenix,[[wikidata:Q105751]],GPE,310
310,311,Texas,[[wikidata:Q1439]],GPE,311
311,312,Sweden,[[wikidata:Q34]],GPE,312
312,313,Ingersoll,[[wikidata:Q413731]],GPE,313
313,314,Quebec,[[wikidata:Q176]],GPE,314
314,315,UKS,,GPE,315
315,316,Bradford,[[wikidata:Q22905]],GPE,316
316,317,US Dollar,,GPE,317
317,318,Yaounde,,GPE,318
318,319,New Jersey,[[wikidata:Q1408]],GPE,319
319,320,Rome,[[wikidata:Q220]],GPE,320
320,321,Calabria,[[wikidata:Q1458]],GPE,321
321,322,Dayton,,GPE,322
322,323,Maputo,[[wikidata:Q3889]],GPE,323
323,324,Swaziland,,GPE,324
324,325,Myrtle,[[wikidata:Q298482]],GPE,325
325,326,0,[[wikidata:Q204]],GPE,326
326,327,St Charles Destrehan,,GPE,327
327,328,Terre,[[wikidata:Q65117675]],GPE,328
328,329,Santa Cruz,[[wikidata:Q1256245]],GPE,329
329,330,Ala,[[wikidata:Q1641003]],GPE,330
330,331,Fiji,[[wikidata:Q712]],GPE,331
331,332,Libya,[[wikidata:Q1016]],GPE,332
332,333,New Orleans,[[wikidata:Q34404]],GPE,17
333,334,Wtaf,,GPE,334
334,335,Wcix,,GPE,335
335,336,Miami,[[wikidata:Q8652]],GPE,336
336,337,Ktxa,,GPE,337
337,338,Dallas,[[wikidata:Q16557]],GPE,338
338,339,Ktxh,,GPE,339
339,340,Burnham,[[wikidata:Q295523]],GPE,340
340,341,Fitchburg,[[wikidata:Q352609]],GPE,341
341,342,Mo,[[wikidata:Q218120]],GPE,302
342,343,Zimbabwe,[[wikidata:Q954]],GPE,343
343,344,Toronto,[[wikidata:Q172]],GPE,344
344,345,Midland,[[wikidata:Q227172]],GPE,345
345,346,031587,,GPE,346
346,347,Aurora,[[wikidata:Q40609]],GPE,347
347,348,Ohio,[[wikidata:Q1397]],GPE,348
348,349,Soviet Union,[[wikidata:Q15180]],GPE,280
349,350,Jordan,[[wikidata:Q810]],GPE,350
350,351,,,GPE,351
351,352,Murdochville,[[wikidata:Q142408]],GPE,352
352,353,Newhall,[[wikidata:Q415995]],GPE,353
353,354, United States,[[wikidata:Q30]],GPE,115
354,355,Portland,[[wikidata:Q182972]],GPE,355
355,356,NY,[[wikidata:Q235277]],GPE,356
356,357,New York City,[[wikidata:Q60]],GPE,357
357,358,Ore,[[wikidata:Q102798]],GPE,358
358,359,Louisiana,[[wikidata:Q1588]],GPE,359
359,360,Bristol,[[wikidata:Q23154]],GPE,360
360,361,Lubbock,,GPE,361
361,362,Israel,[[wikidata:Q801]],GPE,362
362,363,Zaire,[[wikidata:Q6500954]],GPE,363
363,364,Denver,[[wikidata:Q16554]],GPE,364
364,365,US Gulf,,GPE,365
365,366,US West Coast,,GPE,366
366,367,US Federal Reserve Bank,,GPE,367
367,368,Greenwood,[[wikidata:Q233791]],GPE,368
368,369,Chile,[[wikidata:Q298]],GPE,369
369,370,New ZealandS,,GPE,370
370,371,Bahia Blanca,,GPE,371
371,372,San Nicolas,,GPE,372
372,373,Puerto Alvear,,GPE,373
373,374,South Wales,[[wikidata:Q1286223]],GPE,374
374,375,Temuco,[[wikidata:Q82128]],GPE,375
375,376,Dominican Republic,[[wikidata:Q786]],GPE,376
376,377,Taipei,[[wikidata:Q1867]],GPE,377
377,378,Howard,[[wikidata:Q3595959]],GPE,378
378,379,Mombasa,[[wikidata:Q225641]],GPE,379
379,380,Uganda,[[wikidata:Q1036]],GPE,380
380,381,Kampala,[[wikidata:Q3894]],GPE,381
381,382,March SpainS,,GPE,382
382,383,Hungary,[[wikidata:Q28]],GPE,383
383,384,Poland,[[wikidata:Q36]],GPE,384
384,385,Uae,,GPE,385
385,386,Guangdong,[[wikidata:Q15175]],GPE,386
386,387,Beijing,[[wikidata:Q956]],GPE,387
387,388,Peking,,GPE,388
388,389,Calgary,[[wikidata:Q36312]],GPE,389
389,390,Bangladesh,[[wikidata:Q902]],GPE,390
390,391,Amsterdam,[[wikidata:Q727]],GPE,391
391,392,StGobain Nerlands,,GPE,392
392,393,Papua New Guinea,[[wikidata:Q691]],GPE,393
393,394,Kiel,[[wikidata:Q1707]],GPE,394
394,395,Hamburg,[[wikidata:Q1055]],GPE,395
395,396,Essen,[[wikidata:Q2066]],GPE,396
396,397,Munich,[[wikidata:Q1726]],GPE,397
397,398,South AfricaS,,GPE,398
398,399,Venice,[[wikidata:Q641]],GPE,399
399,400,Lisbon,[[wikidata:Q597]],GPE,400
400,401,South AtlanticS,,GPE,401
401,402,South Atlantic,,GPE,402
402,403,Great Britain,[[wikidata:Q23666]],GPE,403
403,404,Pisgah,[[wikidata:Q442859]],GPE,404
404,405,West GermanyS,,GPE,405
405,406,Kansas City,,GPE,406
406,407,Duluth,,GPE,407
407,408,St Louis,,GPE,408
408,409,Toledo,[[wikidata:Q374202]],GPE,409
409,410,Boston,[[wikidata:Q100]],GPE,410
410,411,Bancorp,,GPE,411
411,412,Massachusetts,[[wikidata:Q771]],GPE,412
412,413,New Hampshire,[[wikidata:Q759]],GPE,413
413,414,Montgomery,[[wikidata:Q223831]],GPE,414
414,415,Idaho,[[wikidata:Q1221]],GPE,415
415,416,Equador,,GPE,416
416,417,Wash,[[wikidata:Q343074]],GPE,417
417,418,Hermiston,[[wikidata:Q16463911]],GPE,418
418,419,Ark,[[wikidata:Q344964]],GPE,419
419,420,Arizona,[[wikidata:Q816]],GPE,420
420,421,Plymouth,[[wikidata:Q43382]],GPE,421
421,422,Crowley,[[wikidata:Q258558]],GPE,422
422,423,Livingston,[[wikidata:Q230517]],GPE,423
423,424,Bulgaria,[[wikidata:Q219]],GPE,424
424,425,Romania,[[wikidata:Q218]],GPE,425
425,426,Khor,[[wikidata:Q6402299]],GPE,426
426,427, United Arab Emirates,[[wikidata:Q878]],GPE,427
427,428,Quito,[[wikidata:Q2900]],GPE,428
428,429,Delaware,[[wikidata:Q1393]],GPE,429
429,430,Connecticut,[[wikidata:Q779]],GPE,430
430,431,South Dakota,[[wikidata:Q1211]],GPE,431
431,432,Huron,[[wikidata:Q548828]],GPE,432
432,433,Midland Texas,,GPE,433
433,434,Irvine,[[wikidata:Q230554]],GPE,434
434,435,County Bancorp,,GPE,435
435,436,County BancorpS,,GPE,436
436,437,Allegheny,[[wikidata:Q296634]],GPE,437
437,438,Lich,[[wikidata:Q1165928]],GPE,438
438,439,Santa Barbara,[[wikidata:Q956878]],GPE,439
439,440,Calif,[[wikidata:Q5019908]],GPE,235
440,441,Rhode Island,[[wikidata:Q1387]],GPE,441
441,442,New England,[[wikidata:Q18389]],GPE,442
442,443,Eastern Massachusetts,,GPE,443
443,444,Providence,[[wikidata:Q224317]],GPE,444
444,445,Henderson,[[wikidata:Q147942]],GPE,445
445,446,Cheyenne,[[wikidata:Q322951]],GPE,446
446,447,Wyo,[[wikidata:Q16909275]],GPE,447
447,448,Computrac,,GPE,448
448,449,Virginia,[[wikidata:Q1370]],GPE,449
449,450,Maryland,[[wikidata:Q1391]],GPE,450
450,451,Columbia,[[wikidata:Q766625]],GPE,451
451,452,Qatar,[[wikidata:Q846]],GPE,452
452,453,Gilbert,[[wikidata:Q295555]],GPE,453
453,454,Ariz,[[wikidata:Q566386]],GPE,454
454,455,US International Trade Commission,,GPE,455
455,456,US Customs,,GPE,456
456,457,Cincinnati,[[wikidata:Q43196]],GPE,457
457,458,Bensenville,,GPE,458
458,459,Ill,[[wikidata:Q227554]],GPE,459
459,460,Glendale,[[wikidata:Q1530929]],GPE,460
460,461,Atlantic Richfield,,GPE,461
461,462,Far Hills,,GPE,462
462,463,Indiana,[[wikidata:Q1415]],GPE,463
463,464,Wellsville,[[wikidata:Q360479]],GPE,464
464,465,Amity,[[wikidata:Q347952]],GPE,465
465,466,Belmont,[[wikidata:Q224525]],GPE,466
466,467,Milo,[[wikidata:Q226204]],GPE,467
467,468,Jerusalem,[[wikidata:Q1218]],GPE,468
468,469,Penn Yan,,GPE,469
469,470,NY,[[wikidata:Q235277]],GPE,356
470,471,Troy,[[wikidata:Q22647]],GPE,471
471,472,Mich,[[wikidata:Q92777140]],GPE,472
472,473,Haiti,[[wikidata:Q790]],GPE,473
473,474, Dominican Republic,[[wikidata:Q786]],GPE,376
474,475,Qinghai Province,,GPE,475
475,476,Macao,,GPE,476
476,477,Orlando,,GPE,477
477,478,Lewiston,[[wikidata:Q226794]],GPE,478
478,479,Mont,[[wikidata:Q249727]],GPE,479
479,480,Pittsburgh,[[wikidata:Q1342]],GPE,480
480,481,Pa,[[wikidata:Q208029]],GPE,481
481,482,Leeds,[[wikidata:Q39121]],GPE,482
482,483,Guatemala,[[wikidata:Q774]],GPE,483
483,484,Costa Rica,[[wikidata:Q800]],GPE,484
484,485,Cleveland,[[wikidata:Q37320]],GPE,485
485,486,US South Korea,,GPE,486
486,487,US Consumer,,GPE,487
487,488,Brussels,[[wikidata:Q240]],GPE,488
488,489, Nerlands,,GPE,489
489,490,Vienna,[[wikidata:Q1741]],GPE,490
490,491,Itcf,,GPE,491
491,492,Sunnyvale,,GPE,492
492,493,Lusaka,[[wikidata:Q3881]],GPE,493
493,494,Bombay,,GPE,494
494,495,Saudi ArabiaS,,GPE,495
495,496,Oklahoma,[[wikidata:Q1649]],GPE,496
496,497,Woodville,[[wikidata:Q916881]],GPE,497
497,498,Gloucestershire,[[wikidata:Q23165]],GPE,498
498,499,Pennsylvania,[[wikidata:Q1400]],GPE,499
499,500,Pa,[[wikidata:Q208029]],GPE,481
500,501,Astoria,[[wikidata:Q155417]],GPE,501
501,502,Harcourt,[[wikidata:Q413022]],GPE,502
502,503,Manhattan,[[wikidata:Q11299]],GPE,503
503,504,Lowell,[[wikidata:Q226446]],GPE,504
504,505,Mass,[[wikidata:Q11423]],GPE,505
505,506,Jersey City,,GPE,506
506,507,Beaufort,[[wikidata:Q813373]],GPE,507
507,508,Biloxi,,GPE,508
508,509,Miss,[[wikidata:Q13359947]],GPE,509
509,510,Woodstock,[[wikidata:Q164815]],GPE,510
510,511,Unita County,,GPE,511
511,512,Va,,GPE,512
512,513,Thomaston,[[wikidata:Q358121]],GPE,513
513,514,Conn,[[wikidata:Q1126133]],GPE,514
514,515,West Chester,[[wikidata:Q294023]],GPE,515
515,516,Michigan,[[wikidata:Q1166]],GPE,516
516,517,Wisconsin,[[wikidata:Q1537]],GPE,517
517,518,US Video,,GPE,518
518,519,US Video Vending Corp,,GPE,519
519,520,US VideoS,,GPE,520
520,521,West Africa,[[wikidata:Q4412]],GPE,521
521,522,Santa Clara,[[wikidata:Q1713911]],GPE,522
522,523,Jacksonville,,GPE,523
523,524,Korea,[[wikidata:Q18097]],GPE,524
524,525,Saudi Arabia ,[[wikidata:Q851]],GPE,120
525,526,Oregon,[[wikidata:Q824]],GPE,526
526,527,Camas,[[wikidata:Q419373]],GPE,527
527,528,Utah,[[wikidata:Q829]],GPE,528
528,529,Cushing,[[wikidata:Q250222]],GPE,529
529,530,Okla,[[wikidata:Q47245674]],GPE,530
530,531,Saddle Brook,,GPE,531
531,532,Usa,,GPE,532
532,533,Keene,[[wikidata:Q348255]],GPE,533
533,534,NH,[[wikidata:Q226684]],GPE,534
534,535,Fort Worth,,GPE,535
535,536,LP,[[wikidata:Q224949]],GPE,176
536,537,Philadelphia,[[wikidata:Q1345]],GPE,537
537,538,Ardmore,[[wikidata:Q250198]],GPE,538
538,539,Fargo,[[wikidata:Q226585]],GPE,539
539,540,La,[[wikidata:Q217390]],GPE,540
540,541,Dekalb,,GPE,541
541,542,Sarasota,,GPE,542
542,543,Georgia,[[wikidata:Q4962]],GPE,543
543,544,St Louis Businessmen,,GPE,544
544,545, Midland Bank,[[wikidata:Q994112]],GPE,545
545,546,Oman,[[wikidata:Q842]],GPE,546
546,547,West Queensland,,GPE,547
547,548, Yunnan 198687,,GPE,548
548,549,Guangxi,[[wikidata:Q15176]],GPE,549
549,550,Guangdong Province,,GPE,550
550,551,N Fujian,,GPE,551
551,552,South ChinaS,,GPE,552
552,553,Fujian,[[wikidata:Q41705]],GPE,553
553,554,Qinghai,[[wikidata:Q45833]],GPE,554
554,555,Cuba,[[wikidata:Q241]],GPE,555
555,556,Riyadh,[[wikidata:Q3692]],GPE,556
556,557,US Dollars,,GPE,557
557,558,Weybridge,[[wikidata:Q1754096]],GPE,558
558,559,02793040,,GPE,559
559,560,Nadi,[[wikidata:Q619443]],GPE,560
560,561,San,[[wikidata:Q2794117]],GPE,561
