,id,name,label,mentions,articles
36,37,g7,FAC,1,['test/21277']
37,38,the orange county airport,FAC,1,['training/11102']
38,39,the welland canal,FAC,2,"['training/11385', 'training/8009']"
39,40,the kansai international airport,FAC,1,['training/11397']
40,41,chase manhattan,FAC,1,"['training/11716', 'test/17966', 'test/17980', 'test/18672', 'training/11299', 'training/11716', 'training/11816', 'training/11861', 'training/11861', 'training/11907', 'training/11913', 'training/12147', 'training/1693', 'training/1693', 'training/6531', 'training/9784', 'training/9848']"
41,42,the panama canal commission,FAC,3,"['training/12179', 'training/12924', 'training/49']"
42,43,marina hotel,FAC,1,['training/12559']
43,44,cif rotterdam,FAC,2,"['training/12753', 'training/6994']"
44,45,rotterdam port's,FAC,4,"['training/12768', 'training/3796', 'training/4735', 'training/4781']"
45,46,313p,FAC,1,"['training/13393', 'training/3477']"
46,47,the u.s agriculture and commerce departments,FAC,1,['training/14340']
47,48,york plaza,FAC,2,"['training/1926', 'training/2354']"
48,49,kansai airport,FAC,1,['training/1951']
49,50,seaforth oilseed,FAC,2,"['training/1966', 'training/486']"
50,51,ataturk international airport,FAC,1,['training/2012']
51,52,punta del este,FAC,4,"['training/2359', 'training/8151', 'training/8599', 'training/8725', 'test/20865']"
52,53,the terra nova,FAC,1,"['training/3115', 'training/3115']"
53,54,hibernia field,FAC,1,['training/3115']
54,55,the oak hill,FAC,1,"['training/3174', 'training/3174']"
55,56,the philadelphia convention center site,FAC,1,['training/3276']
56,57,the philadelphia international airport,FAC,1,['training/3276']
57,58,poland 460,FAC,1,['training/3792']
58,59,miraflores palace,FAC,1,['training/4028']
59,60,santos harbour,FAC,1,['training/4061']
60,61,242p,FAC,1,"['training/4266', 'training/10743']"
61,62,the welland canal linking lakes erie,FAC,1,['training/4345']
62,63,the princeville airport,FAC,1,['training/4536']
63,64,san paolo di torino,FAC,1,"['training/4925', 'training/4925', 'training/5609']"
64,65,mongkok business district,FAC,1,['training/5780']
65,66,the kansai airport,FAC,1,['training/6639']
66,67,rockville center,FAC,1,['training/6818']
67,68,288,FAC,1,['training/6888']
68,69,bay street,FAC,1,['training/7155']
69,70,oak brook hills,FAC,1,['training/7216']
70,71,punta morales,FAC,1,['training/7501']
71,72,the oak brook,FAC,1,['training/8010']
72,73,the elk hills naval petroleum reserve,FAC,1,['training/8015']
73,74,413p,FAC,1,['training/8163']
74,75,dlr kansai airport,FAC,2,"['training/8608', 'training/8676']"
75,76,750p,FAC,1,"['training/8618', 'training/8632']"
76,77,maserati,FAC,1,['training/8855']
77,78,the salina cruz refinery,FAC,1,['training/918']
78,79,lazaro cardenas,FAC,1,['training/918']
79,80,schipol airport,FAC,1,['training/932']
80,81,amsterdam airport,FAC,1,['training/932']
81,82,hk hotel,FAC,1,['training/960']
